userID,todaysWord,canGuess,lastGuessDate,guesses,wins,games,loses,hasCompletedToday
285136042464641231,TASTY,true,1/11/2022,pizza,3,4
285136042464641232,WHILE,false,01/18/2022,LATER DOUBT HELPS KILNS MILER WHILE,0,21,31,true
